CO_LOCAL_OFERTA_IES|NO_LOCAL_OFERTA|CO_IES
1041878|Polo Porto Velho/RO (PROLIC II)|581
1052890|Instituto de Artes|581
1062956|Campus Litoral Norte|581
2002145|AMAMBAI|581
600035|Campus UFC Quixadá|583
600041|Fortaleza|583
600043|Fortaleza|583
600044|Fortaleza|583
1072314|Polo UAB Itumbiara|584
2007205|Polo UAB - AGUAS LINDAS DE GOIAS|584
2007206|Unidade de Educaçãoa Distância|584
2007207|Polo UAB - FORMOSA|584
2007208|Polo UAB - GOIAS|584
2002148|Pólo - Gravataí|581
2007433|Polo UAB - ARROIO DOS RATOS|581
2007434|Polo UAB - BALNEARIO PINHAL|581
2007435|Polo UAB - CACHOEIRA DO SUL|581
2007436|Polo UAB - CAMARGO|581
2007437|Polo UAB - CONSTANTINA|581
2007438|Polo UAB - HULHA NEGRA|581
2007439|Polo UAB - ITAQUI|581
2007443|Polo UAB - PICADA CAFE|581
2007444|Polo UAB - QUARAI|581
2007446|Polo UAB - SANTO ANTONIO DA PATRULHA|581
2007447|Polo UAB - SAO FRANCISCO DE PAULA|581
2007448|Polo UAB - SAO LOURENCO DO SUL|581
2007452|Polo UAB - TRES DE MAIO|581
600047|Fortaleza|583
600051|Fortaleza|583
600052|Fortaleza|583
695690|CAMPUS DA UFC EM SOBRAL|583
2007209|Polo UAB - INHUMAS|584
2007211|Polo UAB - MINEIROS|584
2007212|Polo UAB - MORRINHOS|584
2007217|Polo UAB - URUANA|584
1046147|Polo UAB - ARARUNA|579
2007453|Polo UAB - TRES PASSOS|581
394|Colégio Agrícola de Frederico Westphalen|582
5715|Pólo de Ensino à Distância - Santana do Livramento - Escola Marista Santanense|582
143599|Campus de Frederico Westphalen|582
703576|Campus da UFC em Sobral|583
1033805|Fortaleza|583
1033812|Campus da UFC em Sobral|583
1050515|Campus UFC Quixadá|583
657989|CAMPUS I - Complexo Educacional Professor Eduardo Almeida|621
687588|CAMPUS - MACEIÓ - FAROL|621
688609|CAMPUS - MACEIÓ - FAROL|621
697182|CAMPUS - MACEIÓ - FAROL|621
2500004|CAMPUS IV - Professor Elias Passos Tenório|621
2186|CAMPUS  - RIO DE JANEIRO - FREGUESIA/JACAREPAGUÁ|622
657992|Unidade - Capivari - Centro|625
657993|CAMPUS  - OSÓRIO - CENTRO|626
1050969|POLO - Arapiraca|626
1050971|POLO - Lagarto|626
1005565|Campus Universitário Reitor João David Ferreira Lima|585
2006379|Polo UAB - POUSO REDONDO|585
2006383|Polo UAB - ITAJAI|585
2006385|Polo UAB - Concórdia|585
2006386|Polo UAB - CANOINHAS|585
2006390|Polo UAB - TAPEJARA|585
1049220|CAMPUS CARAUBAS|589
1056269|Campus Pau dos Ferros|589
1618|Campus de Parauapebas/UFRA|590
27469|CAMPUS CAPITÃO POÇO - UFRA|590
27485|CAMPUS PARAGOMINAS - UFRA|590
1033603|Universiade Federal Rural da Amazônia - Unidade SEDE|590
1059640|CAMPUS CAPANEMA - UFRA|590
1060582|CAMPUS TOMÉ AÇÚ - UFRA|590
17287|Campus Diadema|591
17346|Campus São José dos Campos|591
25253|campus Baixada Santista - Unidade II|591
141314|campus São Paulo|591
1050978|POLO - João Pessoa|626
1050980|POLO - Timbaúba|626
1050995|POLO - Vila Velha|626
1050997|POLO - Brusque|626
1050999|POLO - Concórdia|626
1051000|POLO - Itajaí|626
1051002|POLO - Joinville|626
1051005|POLO - Capivari|626
1051007|POLO - Campo Largo|626
1051012|POLO - Pirapora|626
1051013|POLO - Iguatu|626
1051014|POLO - Além do Paraíba|626
1051015|POLO - Pouso Alegre|626
1051016|POLO - Sete Lagoas|626
1043300|Polo UAB - MATA DE SAO JOAO|585
1043303|Polo UAB - Divinolândia de Minas|585
1043305|Polo UAB - São Gabriel do Oeste|585
1043308|Polo UAB - Esperantina|585
2006392|Polo UAB - JACUIZINHO|585
2006393|Polo UAB - CIDADE GAUCHA|585
971|PRAIA VERMELHA|586
141315|Campus São José dos Campos|591
1041316|campus Baixada Santista - Unidade I|591
1041321|Campus Guarulhos|591
1050474|Campus Osasco|591
23250|Polo de Belo Horizonte|592
23251|Polo de Campos Gerais|592
23252|Polo de Turmalina|592
1000100|LAVRAS - Unidade Sede|592
1051017|POLO - Varginha|626
1051018|POLO - Unaí|626
1051022|POLO - Teutônia|626
1051024|POLO - Estância Velha|626
1051025|POLO - Farroupilha|626
1051026|POLO - Gravataí|626
1051027|POLO - Nova Petropólis|626
1051028|POLO - Santo Ângelo|626
1051029|POLO - Caucaia|626
1051030|POLO - Belo Horizonte|626
1051031|POLO - Pedreiras|626
1051080|POLO - Bento Gonçalves|626
1051081|POLO - Ilha do Governador|626
1051117|POLO - Gramado|626
1051134|POLO - Ferraz de Vasconcelos|626
1043309|Polo UAB - Cidade Gaúcha|585
1043310|Polo UAB - Cruzeiro do Oeste|585
1043312|Polo UAB - Foz do Iguaçu|585
992|ESCOLA DE MÚSICA|586
994|FACULDADE DE DIREITO|586
997|LARGO SÃO FRANCISCO|586
3898|CONSÓRCIO CEDERJ - BOM JESUS DO ITABAPOANA|586
10305|Consórcio CEDERJ - Duque de Caxias|586
10306|CONSÓRCIO CEDERJ - NOVA IGUAÇU - PÓLO DO CEDERJ (ANTIGO FÓRUM)|586
1051882|Polo UAB de Araçuai|592
1051884|Polo UAB de Formiga|592
1051885|Polo UAB de Santa Rita de Caldas|592
1052450|Polo UAB de Governador Valadares|592
1052459|Polo UAB de Ilicinea|592
1052574|Polo UAB de Cambui|592
1051135|POLO - São Paulo|626
1051136|POLO - Rio de Janeiro|626
1051137|POLO - Niterói - Comunidade Cristã Paz e Vida|626
1051171|POLO - Rio das Ostras|626
1051266|POLO - Teresina|626
1051269|POLO - Itaboraí|626
1051270|POLO - Rio Bonito|626
1051272|POLO - Maricá|626
1051273|POLO - Nilópolis|626
1051275|POLO - Niterói - Athayde Parreiras|626
1051276|POLO - São Gonçalo|626
1051282|POLO - Charqueadas|626
657994|Faculdade Cenecista de Varginha|627
1043313|Polo UAB - IBAITI|585
1043314|Polo UAB - PARANAGUA|585
1043315|Polo UAB - Pato Branco|585
1043317|Polo UAB - Amajari|585
26817|CONSÓRCIO CEDERJ - ANGRA DOS REIS|586
26900|CONSÓRCIO CEDERJ - ITAPERUNA|586
26937|CONSÓRCIO CEDERJ - MACAÉ - UNED MACAÉ - CEFET|586
26978|CONSÓRCIO CEDERJ - PARACAMBI - CENTRO TECNOLÓGICO UNIVERSITÁRIO DE PARACAMBI|586
26984|CONSÓRCIO CEDERJ - PIRAÍ - PÓLO DO CEDERJ|586
27007|CONSÓRCIO CEDERJ - CAMPO GRANDE - INST DE EDUC SARA KUBITSCHEK|586
27051|CONSÓRCIO CEDERJ - TRÊS RIOS - ESCOLA MUNICIPAL WALTER FRANKLIN|586
27064|CONSÓRCIO CEDERJ - VOLTA REDONDA - PÓLO PROFESSOR DARCY RIBEIRO|586
35264|Pólo de xerém|586
146180|Campus UFRJ - Macaé|586
657978|Cidade Universitária|586
1052576|Polo UAB de Campo Belo|592
1052577|Polo UAB de Confins|592
1052607|Polo UAB de Itamonte|592
1053109|Polo UAB de Sete Lagoas|592
1053121|Polo UAB de Jaboticatubas|592
1053143|Polo UAB de Boa Esperança|592
1059543|Polo UAB de Bom Despacho|592
1059545|Polo UAB de Bambuí|592
2006589|Polo UAB - LAVRAS|592
25564|Unidade Descentralizada de Nova Iguaçu|593
31441|Unidade Descentralizada de Nova Friburgo|593
31442|Unidade Descentralizada de Petrópolis|593
154985|Polo municipal de santana da Boa Vista - UAB|634
154987|Polo de Apoio Presencial Municipal Sant'Ana do Livramento- UAB|634
154988|polo universitario Santo Antonio - Santo Antonio da Patrulia - UAB|634
154991|Polo de Apoio Presencial da UAB e Casa do Professor - Cachoeira do Sul|634
154992|CAEDSFP-Centro de Apoio para Educação a Distancia de Sao Francisco de Paula|634
154993|Polo de Apoio presencial UAB de Sao Joao do Polesine|634
1043318|Polo UAB - Boa Vista|585
1043319|Polo UAB - Bonfim|585
1043320|Polo UAB - Caracaraí|585
1043321|Polo UAB - Caroebe|585
600261|CEFET/RJ - UNIDADE MARACANÃ|593
1050459|Unidade Descentralizada de Itaguaí|593
1061205|UnED Nova Friburgo|593
1062752|Unidade Descentralizada de Angra dos Reis|593
1063557|Unidade Descentralizada de Valença|593
209|Unidade Belo Horizonte - Campus II|594
210|Unidade Leopoldina|594
211|Unidade Araxá|594
212|Unidade Divinópolis|594
1914|Campus VI|594
23791|Unidade Timóteo - Vale Verde|594
1036214|Unidade SEDE|594
1061080|Unidade Curvelo|594
144426|UNIVERSIDADE FEDERAL DE ALFENAS - CAMPUS POÇOS DE CALDAS|595
1044232|Universidade Federal de Alfenas - UNIFAL-MG|595
1032256|Unidade SEDE|634
1032259|Campus da Saúde|634
1032262|Campus CAVG|634
1046994|Centro de Artes|634
1043322|Polo UAB - IRACEMA|585
1043323|Polo UAB - Normandia|585
1043324|Polo UAB - Pacaraima|585
1044525|Polo UAB - CAMPOS GERAIS|595
1044706|Polo de Apoio Presencial do Município de Boa Esperança/MG|595
1054067|Polo de Apoio Presencial de Formiga|595
1058691|Unidade Educacional II/Alfenas|595
1059667|UNIVERSIDADE FEDERAL DE ALFENAS - CAMPUS VARGINHA|595
1062853|Boa Esperança - Ozanan|595
2006504|Polo de Apoio Presencial do Município de Bragança Paulista/SP|595
154879|Polo UAB Cruz Alta - RS|634
154880|Polo Presencial de Encantado|634
154881|Polo Universitario de herval|634
154882|UAB-Polo Universitário da fronteira Oeste|634
154884|Polo UAB - Jacuizinho|634
154885|Polo UAB - Jaquirana|634
154886|polo de Apoio Presencial de Mostardas - UAB|634
154887|Polo UAB em Novo Hamburgo|634
1043325|Polo UAB - Rorainópolis|585
1043326|Polo UAB - SAO LUIZ|585
1043328|Polo UAB - Hulha Negra|585
1005031|OBSERVATÓRIO DO VALONGO|586
2002159|CEDERJ - SÃO FIDELIS - CIEP 420 - JOAQUIM M BRANDÃO|586
21240|Campus  Avançado do Mucuri - Teofilo Otoni|596
1040099|Campus I|596
1040101|Campus JK|596
1046401|Campus Avançado do Mucuri|596
1050074|POLO UAB DE ÁGUAS FORMOSAS|596
1050075|POLO UAB DE MINAS NOVAS|596
154994|Polo Universitário de Sao Jose do Norte - UBA|634
154995|PAED - Polo de Apoio ao Ensino a Distancia - Sao Lourenço do Sul - UAB|634
154996|Polo de Educação Superior Sepe Tiaraju - UAB - Sao Sepé|634
154998|Polo Universítario de Educação a Distancia de Sapiranga|634
154999|Polo UAB - Sapucaia do Sul|634
155000|UAB - Polo de Apoio Presencial - Seberi|634
1043329|Polo UAB - Jacuizinho|585
1043330|Polo de Porto Alegre|585
1043331|Polo UAB - São Francisco de Paula|585
1043333|Polo UAB - Seberi|585
2002177|CONSÓRCIO CEDERJ - RIO DE JANEIRO - UERJ / MARACANÃ|586
2002178|CONSÓRCIO CEDERJ - SANTA MARIA MADALENA - CIEP 273 - PROF GRACIANO C. FILHO|586
2002179|CONSÓRCIO CEDERJ - SÃO FRANCISCO DE ITABAPOANA - CIEP 470 - CELSO M. CORDEIRO|586
2002180|CONSÓRCIO CEDERJ - SÃO PEDRO DA ALDEIA - CIEP CORDELINO TEIXEIRA DE PAULO|586
2002181|CONSÓRCIO CEDERJ - SAQUAREMA - E. M. EDÍLSON VIGNOLI MARINS|586
2007485|Polo UAB - SAO GONCALO|586
929|CAMPUS DE DOIS IRMÃOS|587
4239|Unidade Acadêmica de Garanhuns|587
4240|UNIDADE ACADÊMICA DE SERRA TALHADA|587
1050076|POLO UAB DE NANUQUE|596
1050077|POLO UAB DE PADRE PARAÍSO|596
1050078|POLO UAB DE TAIOBEIRAS|596
1050079|POLO UAB DE TEÓFILO OTONI|596
1060199|Campus de Janaúba|596
1060270|Campus de Unaí|596
1065329|POLO DE ALMENARA|596
1065330|Campus I|596
1065331|POLO DE DIVINOLÂNDIA DE MINAS|596
1065333|POLO DE JANUÁRIA|596
1065334|POLO DE TURMALINA|596
600134|Unidade Manoel Terra|597
600135|Centro Educacional da UFTM (CE)|597
657995|Centro de Ensino Superior Cenecista de Farroupilha|631
657996|Unidade SEDE|633
1328|Campus Pelotas - Unidades Dispersas|634
150565|CAMPUS ELDORADO DOS SUL|634
150912|CAMPUS PINHEIRO MACHADO|634
154861|Polo Arroio dos Ratos|634
1043334|Polo UAB - Tapejara|585
1043335|Polo UAB - Tio Hugo|585
1043338|Polo UAB - Treze Tílias|585
1043339|Polo UAB - VIDEIRA|585
106230|Recife|587
154509|Escola José de Lima Junior|587
1002363|Hospital de Clínicas da UFTM (HC)|597
1059878|Unidade I da Univerdecidade|597
1033524|Campus Itajubá|598
1040505|POLO ALTEROSA UAB|598
1040506|POLO BICAS UAB|598
1040507|POLO BOA ESPERANÇA UAB|598
154888|Polo Presencial UAB - Panambi|634
154889|Polo Universitário de Picada Café - UAB|634
154890|Polo UAB- Polo de Apoio Presencial para Educação a Distancia de Quarai|634
154891|Polo Educacional Superior de Restinga Seca|634
154892|Polo de Apoio Presencial UAB de Rosario do Sul|634
1044513|Campus Campus Mato Alto - Araranguá|585
1044806|Campus Curitibanos|585
1046195|Campus Joinville - Univille|585
154559|Polo Afrânio|587
154563|Polo de Camaçari|587
154567|Polo Ipojuca|587
154570|Polo Limoeiro|587
154572|Polo de Apoio Presencial Monsenhor Fausto de Souza Ferraz -Pesqueira|587
154574|Polo Piritiba|587
1040508|POLO CAMBUÍ UAB|598
1040509|POLO ITAMONTE UAB|598
1045593|POLO UAB - ITABIRA|598
1062834|Campus Itabira|598
2006644|Polo UAB - ITAMONTE|598
2006646|Polo UAB - CAMBUI|598
2006648|Polo UAB - BOA ESPERANCA|598
2006649|Polo UAB - BICAS|598
2006651|Polo UAB - ALTEROSA|598
1809|CAMPUS VITÓRIA DA CONQUISTA|599
15250|Campus Eunápolis|599
601204|CAMPUS BARREIRAS|599
601212|CAMPUS SANTO AMARO|599
601213|CAMPUS DE VALENÇA|599
1006448|CAMPUS DE SALVADOR|599
1006450|CAMPUS DE SIMÕES FILHO|599
1050135|CAMPUS PORTO SEGURO|599
1055850|CAMPUS CAMAÇARI|599
1055851|CAMPUS PAULO AFONSO|599
32941|Campus Imperatriz|600
146271|CAMPUS SANTA INES|600
155001|Escola Municipal de Ensino Fundamental Leonora Marchior|634
155002|polo UAB - Polo Universitário Federal de Tres Passos|634
155006|Polo UAB - Polo de Apoio Presencial ao Ensino Superior a Distancia de Paranagua|634
155008|Polo Vila Flores|634
1046999|Polo UAB - Cantá|585
1047016|Polo UAB - Uiramutã|585
1047017|Polo UAB - Blumenau|585
1047020|Polo UAB - Indaial|585
154575|Polo Recife|587
154576|Polo Trindade|587
154579|Polo Gravatá|587
154580|Polo Espaço Ciência - Olinda|587
154581|Polo Jaboatão dos Guararapes|587
154582|Polo Palmares|587
154604|Escola Senador Paulo Guerra|587
146272|CAMPUS ZE DOCA|600
146273|CAMPUS ALCANTARA|600
146274|CAMPUS SÃO LUÍS-CENTRO HISTÓRICO|600
146275|CAMPUS BURITICUPU|600
146276|CAMPUS ACAILANDIA|600
146277|CAMPUS SÃO LUÍS-MARACANÃ|600
146447|CAMPUS CODÓ|600
1038113|Campus São Luís-Monte Castelo|600
1046277|CAMPUS SÃO LUÍS-MARACANÃ|600
1056370|CAMPUS BACABAL|600
1056375|CAMPUS SÃO RAIMUNDO DAS MANGABEIRAS|600
1056503|CAMPUS TIMON|600
154862|Polo Balneario Pinhal|634
154863|Polo Cacequi|634
154876|Polo de Apoio Presencial - UAB Camargo/RS|634
154877|Polo UAB - Cerro Largo|634
154878|Polo de Educação Superior de Constantina-Pesco-UAB|634
1047024|Polo UAB - Itapema|585
1047025|Polo UAB - MUCAJAI|585
1057150|Campus Joinville - Bloco A - Sede|585
154659|Polo SURUBIM|587
1060692|Unidade Acadêmica do Cabo de Santo Agostinho|587
2007105|Polo UAB - PETROLINA|587
2007112|Polo UAB - IPOJUCA|587
1056509|Campus Caxias|600
1059394|CAMPUS BARREIRINHAS|600
1059395|CAMPUS SÃO JOÃO DOS PATOS|600
1071105|Pólo de Apoio Presencial UAB- Arari|600
1071108|Pólo de Apoio Presencial UAB2- Carolina|600
1071110|Pólo UAB  Porto Franco Dacy Ribeiro|600
2006527|Polo UAB - SAO JOAO DOS PATOS|600
2006528|Polo UAB - GRAJAU|600
2006529|Polo UAB - DOM PEDRO|600
2006530|Polo UAB - CODO|600
2006531|POLO CAXIAS|600
2006532|Polo UAB - BARRA DO CORDA|600
2006533|Polo UAB - TIMBIRAS|600
146235|Campus Sertão|601
150350|Campus Caxias do Sul|601
150535|Campus Osório|601
150545|Campus Canoas|601
1038161|Campus Bento Gonçalves|601
143321|Polo UAB - Caroebe|585
143328|Polo UAB - Hulha Negra|585
143329|Polo UAB - Jacuizinho|585
143331|Polo UAB - São Francisco de Paula|585
1064005|Polo UAB de Paranavaí|585
1064024|Polo UAB de Sapucaia do Sul|585
1064039|Polo UAB de Apucarana|585
2007115|Polo UAB - LIMOEIRO|587
2007117|Polo UAB - PESQUEIRA|587
2007121|Polo UAB - TRINDADE|587
220|CÂMPUS CORNÉLIO PROCÓPIO|588
23249|CÂMPUS APUCARANA|588
105993|CÂMPUS MEDIANEIRA|588
1049440|Campus Porto Alegre|601
1051218|Campus Erechim|601
1052197|Campus Rio Grande|601
1054053|Campus Avançado de Feliz|601
1054054|Campus Avançado de Farroupilha|601
1054055|Campus Avançado de Ibirubá|601
1056135|Campus Porto Alegre|601
1056323|Campus Restinga|601
657980|CAMPUS  - SÃO JOSÉ DOS CAMPOS - VILA DAS ACÁCIAS|602
2296|CAMPUS CENTRO|605
657981|CAMPUS  BARCELONA|605
143333|Polo UAB - Seberi|585
143334|Polo UAB - Tapejara|585
143335|Polo UAB - Tio Hugo|585
147016|Polo UAB - Uiramutã|585
1064052|Polo UAB de Campos Novos|585
1064067|Polo UAB de Vila Flores|585
1066347|Campus do Médio Vale do Itajaí - Blumenau|585
1072425|Polo UAB Canelinha|585
150638|CÂMPUS GUARAPUAVA|588
1005994|CÂMPUS  CAMPO MOURÃO|588
1005997|CÂMPUS PATO BRANCO|588
1005999|CÂMPUS  PONTA GROSSA|588
657982|Unidade SEDE|606
657983|CAMPUS  - CACHOEIRO DE ITAPEMIRIM - MORRO GRANDE|607
550|Reitoria|609
551|CAMPUS DE FOZ DO IGUAÇU|609
147025|Polo UAB - Mucajaí|585
1072444|Polo UAB - Céu Azul|585
2002204|"""EXCLUSIVO CURSO """"EXPANSÃO LETRAS-LIBRAS"""" - UNB"""|585
2002215|JOINVILLE|585
1030745|CÂMPUS FRANCISCO BELTRÃO|588
1030747|CÂMPUS DOIS VIZINHOS|588
1030843|CÂMPUS TOLEDO|588
1030844|CÂMPUS LONDRINA|588
1059070|CÂMPUS CURITIBA - Sede ECOVILLE|588
1066343|CÂMPUS SANTA HELENA|588
2004801|CÂMPUS CURITIBA - Sede CENTRO|588
552|CAMPUS DE FRANCISCO BELTRÃO|609
553|CAMPUS DE MARECHAL CÂNDIDO RONDON|609
554|Campus de Toledo|609
1037435|Unidade SEDE|610
657987|CAMPUS  - NOVA FRIBURGO - CENTRO|614
2006376|Polo UAB - TUBARAO|585
2006377|Polo UAB - SAO MIGUEL DO OESTE|585
2006378|Polo UAB - SAO JOSE|585
102292|Unidade SEDE|589
1044262|Campus Angicos|589
7112|CAMPO GRANDE|671
7114|SÃO GABRIEL D OESTE|671
7115|SIDROLÂNDIA|671
2007383|Polo UAB - BALNEARIO PINHAL|634
2007384|Polo UAB - CACEQUI|634
2007385|Polo UAB - CACHOEIRA DO SUL|634
2007386|Polo UAB - CAMARGO|634
2007387|Polo UAB - CERRO LARGO|634
2007388|Polo UAB - CRUZ ALTA|634
2007389|Polo UAB - ENCANTADO|634
2007390|Polo UAB - HERVAL|634
2533|Campus Arquitetura|665
2534|Campus Bom Conselho|665
2536|Campus Comunicação|665
2537|Campus Direito|665
4104|CORONEL SAPUCAIA|671
4105|TAQUARA|671
4106|CORUMBÁ|671
7116|CAMPO GRANDE|671
7117|PARANHOS|671
7119|JUNDIAÍ 1|671
2007392|Polo UAB - ITAQUI|634
2007393|Polo UAB - JACUIZINHO|634
2007394|Polo UAB - JAQUIRANA|634
2007395|Polo UAB - NOVO HAMBURGO|634
2007396|Polo UAB - PANAMBI|634
2007397|Polo UAB - PARANAGUA|634
2007398|Polo UAB - RESTINGA SECA|634
2539|Campus Engª Civil|665
2540|Campus da Juta|665
2541|Campus Fisioterapia|665
4108|CUIABÁ|671
4110|CURITIBA|671
4111|IGUATEMI|671
7122|PIRACICABA|671
7124|ARAÇATUBA|671
2007399|Polo UAB - ROSARIO DO SUL|634
2007400|Polo UAB - SANTA VITORIA DO PALMAR|634
2007401|Polo UAB - SANTANA DA BOA VISTA|634
2007402|Polo UAB - SAO FRANCISCO DE PAULA|634
2007403|Polo UAB - SAO JOAO DO POLESINE|634
2007404|Polo UAB - SAO LOURENCO DO SUL|634
2542|Campus Ciências Sociais e Letras|665
2543|Campus Odonto|665
34122|Unidade SEDE|665
4112|SETE QUEDAS|671
4116|NIOAQUE|671
4117|NOVA ANDRADINA|671
7126|PRESIDENTE PRUDENTE|671
7131|MACAÉ|671
7133|ANGRA DOS REIS|671
2007405|Polo UAB - SAO SEPE|634
2007406|Polo UAB - SAPIRANGA|634
2007407|Polo UAB - SAPUCAIA DO SUL|634
2007408|Polo UAB - SEBERI|634
2007409|Polo UAB - SERAFINA CORREA|634
2007410|Polo UAB - VIDEIRA|634
34184|MOGI GUAÇU|665
697491|CAMPUS  - TAUBATÉ - CENTRO|665
707527|Campus Informática|665
4119|NOVO HORIZONTE DO SUL|671
4121|UMUARAMA|671
7163|Polo - Passo Fundo - RS|671
7165|Polo - Goiania - GO - Setor Sul|671
7166|SÃO PEDRO DO SUL|671
7168|URUGUAIANA|671
657997|CAMPUS  - SÃO PAULO - VILA MARIANA|636
657998|UNIDADE  - SÃO PAULO - JARDIM EUROPA|637
658259|Unidade SEDE|637
657999|CAMPUS  - NOVA LIMA - VILA SERRA|638
658000|CAMPUS - MAUÁ - VILA BOCAINA|639
1359|CAMPUS RIO DO OURO|640
658001|Unidade SEDE|640
2000211|CANOAS (SEDE)|641
2005890|Pólo de Apoio Presencial de São José dos Campos - SP|665
32401|Novo Horizonte|666
4123|PARATI|671
4126|PONTA PORÃ|671
7185|ALVORADA DO SUL|671
7189|PALMAS|671
7194|CUIABÁ|671
7198|ICARAÍMA|671
692468|CAMPUS  - JARAGUÁ DO SUL - VILA RAU|645
658004|CAMPUS  - RIO DE JANEIRO - TIJUCA|647
687638|FACULDADES ASSOCIADAS DE UBERABA - FAZU|648
13982|NÚCLEO UNIVERSITÁRIO DE SÃO MATEUS DO SUL|649
658006|CAMPUS - UNIÃO DA VITÓRIA - SÃO BASÍLIO MAGNO|649
658019|Unidade SEDE|667
707515|Unidade SEDE|668
4127|Polo - Porto Alegre - RS|671
4128|RIBAS DO RIO PARDO|671
7150|PELOTAS|671
7154|SANTO ÂNGELO|671
7159|SERTÃOZINHO|671
1049872|União da Vitória-São Basílio Magno|649
1037807|Unidade SEDE|650
1038238|Unidade SEDE|651
658009|Sede - Pindamonhamgaba|652
658010|CAMPUS  - SERRA TALHADA - NSª DA CONCEIÇÃO|657
1487|Unidade III|661
658013|CAMPUS  - ARACAJU - CENTRO|661
658014|Faculdades Integradas Coração de Jesus - FAINC|662
532|CAMPOS DOS GOYTACAZES|663
6818|Unidade do Japiim|669
658021|Uninilton Lins|669
1784|Campus de Itatiba|670
1785|Campus São Paulo - Pari|670
1786|Campus Campinas - Swift|670
4129|RIO DE JANEIRO CENTRO|671
4130|Polo - Rondonópolis - MT|671
7179|Polo - Jaraguá do Sul - SC|671
7180|CAMPINAS 3|671
533|Niterói|663
534|GOIANIA|663
658022|Campus Bragança Paulista - Sede|670
1056291|Campus São Paulo|670
1056292|Campus Campinas - Cambuí|670
577|RIO VERDE DE MATO GROSSO|671
4131|IJUÍ|671
4137|ITAQUIRAÍ|671
4138|IVINHEMA|671
7138|SÃO GONÇALO|671
7139|NITERÓI|671
559|RECIFE|663
2463|JUIZ DE FORA|663
2834|BELO HORIZONTE|663
660|CAMPO GRANDE - UNIDERP III|671
4139|JARDIM|671
4140|SÃO BORJA|671
7161|ATIBAIA|671
4161|SALVADOR|663
600226|Unidade - Cachoeiro de Itapemirim - Centro|663
600229|Unidade - Pompéu - Trevo|663
4065|AQUIDAUANA|671
4076|SOROCABA|671
4141|Polo - Joinville - SC|671
4144|LAVRAS|671
4146|LONDRINA|671
7181|PIRASSUNUNGA|671
600231|Unidade - Três Marias - Joaquim de Lima|663
600232|Várzea da Palma|663
600234|Unidade - Cáceres - Santa Izabel|663
600235|Unidade - Juína - Setor São José do Operario|663
4078|BELA VISTA|671
4079|Pólo de Apoio Presencial - Tucuruí|671
4147|SÃO SEBASTIÃO|671
4149|DOURADOS|671
7144|CAMPESTRE|671
7148|BAGÉ|671
600236|Unidade - Primavera do Leste - Castelandia|663
600238|Unidade - Caruaru - Maurício de Nassau|663
600239|Unidade - São José do Egito|663
600246|Unidade - Angra dos Reis - Praia|663
4081|BONITO|671
4083|CAMAPUÃ|671
4089|CASSILÂNDIA|671
4150|ELDORADO|671
4151|ERECHIM|671
1047322|Campus Ciências Sociais|634
1048526|CAMPUS UNIVERSITÁRIO|634
1048740|Unidades Dispersas|634
1048741|Unidades Dispersas|634
600250|Unidade - Passo Fundo - Centro|663
658015|Campus I - São Gonçalo|663
1005259|Campus II - Niterói|663
4090|CAXIAS DO SUL|671
4092|CAXIAS|671
4094|SANTA ROSA|671
5066|BARRA DO CORDA|671
5068|CAMPO GRANDE|671
5070|CAMPO GRANDE|671
1048744|Campus das Ciências Sociais|634
1048747|Unidade Dispersa|634
1048749|Unidades Dispersas|634
1048750|Unidades Dispersas|634
1048752|Unidades Dispersas|634
1048753|Unidades Dispersas|634
1048766|Ciências Sociais|634
2005466|GOIANIA|663
2006748|URUGUAIANA|663
2006754|NOVA FRIBURGO|663
700745|CAMPUS - VILA VELHA - PRAIA DA COSTA|664
1004951|Unidade SEDE|664
4096|TRÊS LAGOAS|671
4097|FAXINAL DO SOTURNO|671
5074|CAMPO GRANDE|671
7109|GOIÂNIA|671
1050574|unidades dispersas|634
1054183|Unidades Dispersas|634
1055811|Polo Caçapava do Sul|634
1055819|Polo Santa Vitoria do Palmar|634
1056354|Campus Pelotas|634
1058918|Unidades dispersas - Geografia|634
1071764|UVV - Business School|664
1513|Campus Ubatuba|665
2531|Campus ECA|665
4099|GLÓRIA DE DOURADOS|671
4101|TELÊMACO BORBA|671
7110|SOBRADINHO|671
1062399|UNIDADE DISPERSA - CANGURU|634
1063654|Polo de Hulha Negra|634
1066053|Unidades Dispersas|634
1069826|Unidade Dispersa - COTADA|634
2007382|Polo UAB - ARROIO DOS RATOS|634
2532|Campus Agronomia|665
4102|CORGUINHO|671
4103|GUAÍRA|671
24083|UBERLÂNDIA 2|671
24084|LIMEIRA|671
24100|OSASCO 2|671
7233|Polo - São Caetano do Sul - SP|671
7237|RECIFE|671
7239|TERESINA|671
7240|MOSSORÓ|671
7325|RIBEIRÃO PRETO|671
7328|SÃO PAULO|671
7329|CURITIBA|671
18911|AÇU|671
23033|Pólo de Apoio Presencial - Sumaré|671
23037|PINDAMONHANGABA|671
23041|ULIANÓPOLIS|671
24105|SÃO JOSÉ DOS CAMPOS|671
24110|SANTO ANTÔNIO DE POSSE|671
7242|CURRAIS NOVOS|671
7244|CAICÓ|671
18923|ITAPIPOCA|671
18924|ITACARAMBI|671
23042|Polo - Belo Horizonte - MG - 2|671
23043|SOROCABA|671
24112|Polo - Mirante do Paranapanema - SP|671
24115|RIO CLARO|671
7246|NATAL 1|671
